Len1	Boot1	Len2	Boot2
0.092802482	N13345	0.0718777272	N4240
0.1469384212	N13343	0.0839951503	N4239
0.1267312609	N13331	0.1342818961	N4228
0.0556768949	N13342	0.0415367276	N4238
0.0660990932	N13335	0.0717269656	N4232
0.0515086441	N13334	0.0389568906	N4231
0.1040477602	N13332	0.1185334661	N4229
0.0639789733	N13333	0.0717737582	N4230
0.1043172257	N13341	0.1151177202	N4237
0.1750802354	N13340	0.1997307891	N4236
0.0369529602	N13339	0.0399357641	N4235
0.0400995112	N13337	0.0391589148	N4234
0.030595565	N13338	0.0317632713	N4233
0.3401058932	N13329	0.331859884	N4227
0.1592117576	N13352	0.16149911	N4211
0.182971956	N13351	0.1997407954	N4210
0.0508143469	N13438	0.0157386665	N4209
0.044870351	N13385	0.0811012149	N4171
0.2885956772	N13383	0.1827572825	N4170
0.0762877153	N13382	0.0446752019	N4169
0.0662675219	N13380	0.0616311064	N4167
0.050332077	N13379	0.0517280125	N4166
0.0477070895	N13378	0.0386929965	N4165
0.0482028851	N13377	0.0278040823	N4164
0.048858708	N13376	0.0360653417	N4163
0.0773616251	N13375	0.0782907931	N4162
0.102102623	N13373	0.0830230903	N4161
0.1461968228	N13367	0.1480629814	N4159
0.2333297081	N13364	0.2338945668	N4158
0.0733894254	N13363	0.0847912392	N4157
0.0478656475	N13437	0.0326328188	N4208
0.0839730122	N13396	0.1148401979	N4177
0.1014545824	N13394	0.0805503232	N4176
0.048047773	N13387	0.0382435025	N4172
0.0394002471	N13393	0.0348276379	N4175
0.068573375	N13388	0.0831195832	N4173
0.1214856681	N13391	0.1075756854	N4174
0.0619733484	N13425	0.0704989315	N4207
0.11757990639999999	N13402	0.1171918759	N4190
0.1096364556	N13398	0.1140185347	N4186
0.0820435208	N13401	0.057909654	N4189
0.24020804	N13400	0.3008740224	N4188
0.0873899853	N13399	0.1106820627	N4187
0.124178648	N13424	0.0579779896	N4206
0.0563095324	N13422	0.0671343252	N4205
0.1305211167	N13421	0.1378060078	N4204
0.0629825345	N13409	0.095772423	N4194
0.2253939993	N13407	0.3011773831	N4193
0.1411709891	N13405	0.1820326232	N4192
0.049549264100000004	N13420	0.0574743533	N4203
0.0682626264	N13410	0.1017607504	N4195
0.0371385453	N13419	0.0405160256	N4202
0.0999070403	N13411	0.1411632616	N4196
0.0415850983	N13418	0.0196379019	N4201
0.0346590916	N13413	0.0452991765	N4200
0.0460237798	N13412	0.0640679101	N4199
0.0967841647	N13415	0.0728660133	N4197
0	N13423	0.205130007	N4191
0.0483238849	N13436	0.0355884746	N4184
0.0717496321	N13435	0.0621197369	N4183
0.0778553502	N13432	0.0799961797	N4182
0.0518624958	N13431	0.0696585354	N4181
0.1078437946	N13434	0.1448099708	N4180
0.181404824	N13428	0.1412782253	N4179
0.2090878196	N13427	0.2208055542	N4178
0.1846872676	N13281	0.1479029895	N4154
0.0708752692	N13280	0.0567032806	N4153
0.2451458295	N13279	0.2179780037	N4152
0.1565937504	N13275	0.2123521165	N4149
0.0666995912	N13274	0.0739218394	N4148
0.0954772201	N13278	0.1251466523	N4151
0.0896774539	N13277	0.1004366125	N4150
0.0783045091	N14185	0.0729940848	N4678
0.0778717365	N13833	0.0881279424	N4676
0.4285794202	N13443	0.5467524736	N4427
0.10978379	N13442	0.1131605016	N4426
0.0618999458	N13466	0.0541976544	N4439
0.1970076708	N13465	0.154172805	N4438
0.0843138728	N13457	0.0758379661	N4433
0.1725645599	N13455	0.139709948	N4432
0.1739600416	N13463	0.1936326693	N4437
0.0826774968	N13462	0.0692007669	N4436
0.1474642844	N13461	0.1769480506	N4435
0.2025753425	N13458	0.2295281596	N4434
0.1942039321	N13829	0.2081067242	N4675
0.0625400806	N13497	0.0403557092	N4461
0.057439055700000005	N13479	0.0753045936	N4446
0.1803547984	N13477	0.1786730756	N4445
0.1301241015	N13475	0.1402921422	N4444
0.1385372438	N13476	0.2029051542	N4443
0.2559289558	N13473	0.3126416834	N4442
0.0585035114	N13496	0.05511742	N4460
0.0582750051	N13495	0.0594918419	N4459
0.0476228142	N13481	0.0733883953	N4447
0.0608317257	N13494	0.0428991444	N4458
0.1323402015	N13486	0.1554935393	N4457
0.1070271771	N13482	0.1455018049	N4453
0.1115870819	N13485	0.1383946483	N4456
0.024924694	N13483	0.0312078423	N4455
0.0244021122	N13484	0.0324552981	N4454
0.072549068	N13493	0.0524489446	N4452
0.1067800792	N13492	0.184925447	N4451
0.0582635481	N13489	0.0393606425	N4450
0.208421482	N13488	0.2390451057	N4449
0.0577204263	N13491	0.0338982783	N4448
0.0399491074	N13828	0.025425571	N4674
0.0336390977	N13827	0.0322978852	N4673
0.0364492773	N13558	0.0396831717	N4532
0.0443734937	N13543	0.040528123	N4522
0.0426752834	N13542	0.032596332	N4521
0.3099341739	N13538	0.2261094631	N4520
0.0509550291	N13557	0.0608903902	N4531
0.0789404945	N13546	0.0823484806	N4525
0.23813221669999998	N13545	0.2694439845	N4524
0.0029396006	N13544	0.0019478881	N4523
0.1692254397	N13554	0.0975868077	N4530
0.1685971233	N13547	0.2400308452	N4526
0.1239163421	N13552	0.0887109877	N4529
0.0487819978	N13551	0.0471622019	N4528
0.0918938963	N13550	0.1292680732	N4527
0.0399772535	N13825	0.0252376341	N4671
0.0326346986	N13696	0.0341592271	N4668
0.0314556957	N13695	0.0470565529	N4667
0.0658264061	N13694	0.1134270832	N4666
0.0273199486	N13693	0.0268222408	N4665
0.0441500603	N13673	0.0452913885	N4651
0.0646759196	N13671	0.0517614045	N4650
0.0249297972	N13664	0.0202425411	N4644
0.0782034318	N13662	0.1172164873	N4643
0.0580189479	N13660	0.0470822188	N4642
0.0248813584	N13670	0.022200196	N4649
0.0309511463	N13669	0.0329869088	N4648
0.0386182615	N13668	0.0406500217	N4647
0.0467712026	N13665	0.0706700656	N4646
0.1252167959	N13666	0.158894289	N4645
0.032163498	N13692	0.0252795847	N4664
0.032510648	N13677	0.0356228375	N4655
0.1829541295	N13674	0.2541717181	N4652
0.0628668662	N13676	0.0689517413	N4654
0.0905783981	N13675	0.1669488514	N4653
0.0382694656	N13691	0.0475692525	N4663
0.0599382572	N13689	0.038405124	N4662
0.0299613746	N13682	0.0424925338	N4658
0.0280414695	N13681	0.0370265223	N4657
0.0640439727	N13680	0.0981268729	N4656
0.0239459036	N13688	0.0450659791	N4661
0.0315709544	N13686	0.0259794123	N4659
0.0643124711	N13658	0.0640214943	N4641
0.0353617077	N13657	0.027295711	N4640
0.08442599	N13655	0.1572610842	N4639
0.1442600828	N13650	0.0377519657	N4638
0.0432671872	N13649	0.0295340292	N4637
0.0541867439	N13630	0.0837903174	N4623
0.1552196197	N13626	0.239935439	N4622
0.0026422158	N13625	0.0061795889	N4621
0.1435912409	N13628	0.1351820997	N4620
0.0354165966	N13648	0.0246526351	N4635
0.0501353375	N13636	0.0401167951	N4626
0.0578041734	N13635	0.0672871556	N4625
0.0380278371	N13634	0.050414357	N4624
0.0669698647	N13647	0.0729594481	N4634
0.1486575285	N13637	0.2575655283	N4627
0.0924454161	N13645	0.0679435268	N4633
0.0270422015	N13644	0.061292918	N4632
0.0265248326	N13643	0.0342825066	N4631
0.0663543448	N13640	0.1061427336	N4630
0.037824381	N13639	0.0456242944	N4629
0.028382788	N13642	0.0143972267	N4628
0.0711823997	N13621	0.0764516615	N4619
0.0788547655	N13738	0.0594734745	N4618
0.0652508849	N13713	0.104446998	N4616
0.2586596319	N13711	0.2967338196	N4615
0.0287310267	N13706	0.0203405586	N4610
0.0410945876	N13705	0.0568466931	N4609
0.00525131	N13704	0.0049166486	N4608
0.0295097491	N13710	0.0172714124	N4614
0.0199449454	N13709	0.0170370332	N4613
0.0237653674	N13708	0.02892443	N4612
0.0184140562	N13707	0.0236435096	N4611
0.1046898275	N13702	0.0518657092	N4607
0.0479716057	N13701	0.0550016223	N4606
0.1830446129	N13697	0.231044251	N4605
0.0361711812	N13736	0.0362914864	N4604
0.0704585591	N13733	0.0561682842	N4603
0.0519412794	N13732	0.0561464863	N4602
0.0337008042	N13731	0.0306794723	N4601
0.0708609197	N13729	0.0417022289	N4600
0.0481315738	N13728	0.0611656798	N4599
0.0761060546	N13726	0.0909577589	N4598
0.0343605471	N13724	0.0448299622	N4597
0.1381961698	N13719	0.1691533261	N4595
0.0320049097	N13718	0.023296248	N4594
0.1396166718	N13715	0.1174744217	N4593
0.0674582625	N13714	0.052626168	N4592
0.0466175993	N13823	0.0446763775	N4591
0.0421032519	N13822	0.0376358522	N4590
0.0507217838	N13821	0.0268459528	N4589
0.0406761624	N13819	0.0369900592	N4587
0.0534157976	N13818	0.0557299303	N4586
0.0918284135	N13811	0.0819607884	N4585
0.0915330503	N13781	0.106638781	N4555
0.0490834719	N13780	0.0562262887	N4554
0.053785726	N13810	0.0714634228	N4584
0.099212447	N13791	0.1025800256	N4565
0.0318077751	N13790	0.0277501315	N4564
0.0565981615	N13782	0.082124784	N4556
0.0356289045	N13789	0.0449034421	N4563
0.0189881845	N13784	0.0115989988	N4558
0.0195064673	N13783	0.0242718572	N4557
0.0269132515	N13788	0.026969535	N4562
0.0308413856	N13787	0.0503844823	N4561
0.0028352933	N13786	0.0083821899	N4560
0.0018317328	N13785	0.0036453951	N4559
0.068642922	N13809	0.0859939747	N4583
0.0357486136	N13797	0.0557935193	N4571
0.0626178393	N13796	0.0790050991	N4570
0.0125609289	N13795	0.0181025437	N4569
0.0107585324	N13794	0.0117938002	N4568
0.0044483501	N13793	0.0093781824	N4567
0.0021124169	N13792	0.0027627637	N4566
0.0218410302	N13808	0.0238225641	N4582
0.0827498867	N13798	0.1324399061	N4572
0.0258640307	N13807	0.0129417398	N4581
0.05620260369999999	N13799	0.0915982925	N4573
0.0186132105	N13806	0.0133541014	N4580
0.0225492957	N13805	0.0141910817	N4579
0.0465581399	N13800	0.0744459169	N4574
0.0298062994	N13804	0.0304390226	N4578
0.025839031	N13803	0.0303039006	N4577
0.0256082011	N13802	0.0247284954	N4576
0.0315891466	N13801	0.0454840518	N4575
0.10073427979999999	N13817	0.1219733821	N4553
0.1517505827	N13813	0.1280719371	N4552
0.2887529593	N13776	0.3576538509	N4551
0.0820210993	N13774	0.0797445782	N4540
0.0828508832	N13773	0.0700320462	N4539
0.1638987507	N13772	0.1530762981	N4538
0.1009071309	N13769	0.0552733501	N4550
0.0344509745	N13768	0.0287432348	N4549
0.0548655724	N13753	0.0730358447	N4547
0.1032550191	N13752	0.1409590733	N4546
0.0473148675	N13751	0.078042181	N4545
0.0935631106	N13763	0.050246292	N4544
0.06400567339999999	N13760	0.0709594673	N4543
0.2175999033	N13756	0.1948145628	N4542
0.1641834219	N13748	0.2104694028	N4541
0.1592161556	N13745	0.1335696508	N4537
0.084585198	N13744	0.087872255	N4536
0.0860567518	N13741	0.0864469081	N4533
0.0607029447	N13743	0.0707624254	N4535
0.1304823452	N13742	0.1576998131	N4534
0.0931283133	N13614	0.0513687631	N4519
0.0648111786	N13613	0.0555354195	N4518
0.0553025499	N13577	0.0613893213	N4494
0.0762496034	N13568	0.0582949052	N4486
0.1351062373	N13566	0.1026954213	N4485
0.22057228809999999	N13565	0.2200199972	N4484
0.0355248373	N13564	0.0252411353	N4483
0.2418459049	N13576	0.2135035237	N4493
0.0814421984	N13570	0.1125269773	N4488
0.1539067319	N13569	0.1686194591	N4487
0.1402094709	N13575	0.194397556	N4492
0.0481022613	N13572	0.053110011	N4491
0.0106715032	N13571	0.0212747452	N4490
0.0312318967	N13574	0.0345469078	N4489
0.0504718029	N13612	0.0357026397	N4517
0.2934918187	N13578	0.3992239246	N4496
0.0444845458	N13611	0.0509716963	N4516
0.1052071385	N13581	0.1260325834	N4497
0.0848457102	N13584	0.097323972	N4499
0.0738074081	N13582	0.106057336	N4498
0.0926722179	N13608	0.0762985716	N4514
0.0281254439	N13596	0.0352435439	N4503
0.0778756332	N13595	0.0619633955	N4502
0.0460581568	N13594	0.0782021423	N4501
0.0361474105	N13591	0.0686156196	N4500
0.0999596617	N13606	0.0942634651	N4513
0.0445364421	N13605	0.0545566143	N4512
0.0305085271	N13598	0.0518372946	N4505
0.0442548405	N13597	0.0674703701	N4504
0.0527290393	N13604	0.085963306	N4511
0.0118450686	N13599	0.0392444318	N4506
0.0133211094	N13603	0.0322942865	N4510
0.0040937013	N13602	0.009334189	N4509
1e-06	N13601	2.6395e-06	N4508
0.002133115	N13600	0.0077594177	N4507
0.0841555702	N13533	0.0265678506	N4482
0.0514270572	N13532	0.0212983364	N4481
0.0514541335	N13514	0.0728300897	N4480
0.0555941311	N13504	0.0460288842	N4473
0.1088658199	N13503	0.1052167542	N4472
0.0703223905	N13499	0.0631811614	N4469
0.065388041	N13502	0.044691508	N4471
0.06424067359999999	N13501	0.0524526947	N4470
0.1306236161	N13513	0.1410309895	N4479
0.1215535127	N13507	0.1720468183	N4475
0.0294530982	N13505	0.0418169716	N4474
0.0425498199	N13512	0.0510366507	N4478
0.1309376781	N13511	0.1860913851	N4477
0.0019832869	N13510	0.0074628496	N4476
0.0443793971	N13531	0.0823717954	N4468
0.0393350982	N13530	0.0591140655	N4467
0.0823036202	N13528	0.0492743134	N4466
0.055711037	N13527	0.0595374944	N4465
0.1406214282	N13525	0.1577127641	N4464
0.0743651142	N13517	0.0390509598	N4463
0.0773006814	N13515	0.0913745713	N4462
0.39534856	N13449	0.2629547665	N4431
0.1117510935	N13448	0.1780032214	N4430
0.1102088553	N13447	0.151639023	N4429
0.0087297387	N13446	0.0129278024	N4428
0.054647161	N13871	0.0509673501	N4305
0.1678318278	N13843	0.298406434	N4286
0.3910162983	N13839	0.2404135936	N4285
0.1312067902	N13838	0.1585465245	N4284
0.1063576042	N13837	0.1442732972	N4283
0.1466943156	N13869	0.1188447244	N4304
0.1398906012	N13848	0.1308824911	N4289
0.1256246294	N13845	0.1280967004	N4288
0.0935289683	N13844	0.1068875469	N4287
0.0832904817	N13868	0.067591114	N4303
0.103320371	N13856	0.0802889351	N4290
0.0975199759	N13865	0.0647095765	N4301
0.2464126519	N13858	0.3055337187	N4296
0.0630892311	N13864	0.0816232169	N4300
0.0875158443	N13859	0.0948432746	N4297
0.0954937904	N13862	0.0845660352	N4299
0.0686934013	N13861	0.0816118875	N4298
0.2458296036	N13853	0.233620376	N4295
0.0958052879	N13849	0.1359030311	N4291
0.0765729157	N13852	0.1189188961	N4294
0.0218724665	N13851	0.014831748	N4293
0.01612962	N13850	0.0151018176	N4292
0.0666487676	N14124	0.0373866661	N4424
0.1307707231	N13887	0.1719448069	N4314
0.181330569	N13877	0.1370101889	N4312
0.1029043266	N13876	0.090074202	N4311
0.202987123	N13872	0.2032678098	N4307
0.2042034708	N13875	0.1930919859	N4310
0.0879671674	N13874	0.0859073061	N4309
0.2057873085	N13873	0.2298041762	N4308
0.4566440663	N13883	0.4053042799	N4306
0.0820036726	N14123	0.0423512577	N4423
0.0572256259	N14122	0.0848117352	N4422
0.1200735211	N13954	0.1089729907	N4343
0.0751188041	N13897	0.0548444559	N4319
0.3442302031	N13894	0.2485696453	N4318
0.1324961665	N13893	0.135621737	N4317
0.0354665107	N13892	0.0413029225	N4316
0.1572572717	N13952	0.0819857222	N4342
0.0541366146	N13951	0.0259459575	N4341
0.0878776377	N13916	0.0866233326	N4322
0.4078746787	N13911	0.3110301612	N4321
0.1271976604	N13949	0.0605794871	N4340
0.0637135046	N13933	0.0640328292	N4330
0.0620326369	N13932	0.0338706315	N4329
0.1009733192	N13930	0.0602307438	N4328
0.1036400062	N13923	0.1189928781	N4324
0.0482010719	N13922	0.0359004425	N4323
0.0494306491	N13929	0.0767350666	N4327
0.139574287	N13926	0.0504007118	N4326
0.1071653188	N13924	0.0807830822	N4325
0.1302885185	N13948	0.1334825645	N4338
0.1049522834	N13937	0.101883227	N4337
0.1231499019	N13934	0.1496805427	N4334
0.0577242458	N13936	0.0560579942	N4336
0.042578971	N13935	0.0297858461	N4335
0.052165482	N13947	0.0767545217	N4333
0.0836711668	N13946	0.1511436	N4332
0.1635919501	N13943	0.1194378752	N4331
0.4774028594	N13901	0.4851525706	N4320
0.0721437396	N14121	0.0265184176	N4421
0.060686277600000005	N14120	0.0508103873	N4420
0.1653081486	N13976	0.218848078	N4353
0.043454075	N14119	0.0299892304	N4419
0.0518059753	N14047	0.0451782212	N4376
0.0452391769	N14046	0.0368523734	N4375
0.1581755764	N14043	0.0621889998	N4374
0.055252416	N14022	0.0448904671	N4372
0.0893357665	N14020	0.069810526	N4371
0.1383227171	N14017	0.0616736198	N4370
0.0854441623	N14014	0.1240212401	N4369
0.3120784898	N14008	0.261973377	N4368
0.2319379636	N14023	0.2960084465	N4367
0.0553056689	N14041	0.0873581623	N4365
0.0996829164	N14039	0.0974801229	N4364
0.1125983007	N14037	0.0762655631	N4363
0.1541332832	N14035	0.1169385058	N4362
0.1292353578	N14005	0.1112785192	N4361
0.2642181074	N14000	0.0752687292	N4360
0.047987455	N13992	0.0513477442	N4356
0.103776567	N13998	0.0768821912	N4359
0.0800582857	N13994	0.0843659049	N4358
0.3152314598	N13995	0.3071605869	N4357
0.2810008221	N13984	0.2750394978	N4355
0.121267527	N13982	0.1056562938	N4354
0.0468509184	N14118	0.0343869187	N4418
0.0745824268	N14060	0.0880901545	N4381
0.328001989	N14058	0.2265391606	N4380
0.1376212991	N14056	0.0789753315	N4379
0.080342373	N14055	0.1142959335	N4378
0.2172081097	N14053	0.2075232786	N4377
0.0615411897	N14117	0.0321940958	N4417
0.0499111651	N14074	0.0432873936	N4388
0.0548674498	N14073	0.0500004991	N4386
0.047749288	N14068	0.0430315714	N4383
0.2557085862	N14065	0.1803916048	N4382
0.07121669	N14116	0.0666339294	N4416
0.0793363732	N14115	0.0905240121	N4415
0.058359333	N14114	0.0493020645	N4414
0.0829444661	N14093	0.0569655617	N4398
0.0779257727	N14092	0.0757199954	N4397
0.1072025185	N14090	0.0910132049	N4396
0.0535500039	N14089	0.0450197212	N4395
0.0946446779	N14088	0.1853430523	N4393
0.08328352829999999	N14113	0.0414945874	N4413
0.0858976888	N14097	0.0948201792	N4399
0.0601482512	N14112	0.0726405699	N4412
0.1317149474	N14110	0.0399687916	N4411
0.091578702	N14103	0.0815499513	N4410
0.0956590351	N14102	0.1441702202	N4409
0.0400985795	N14098	0.0269128804	N4405
0.0413504764	N14101	0.0313978189	N4408
0.043614579900000006	N14100	0.0522258957	N4407
0.043040556	N14099	0.059752436	N4406
0.1085838888	N14109	0.0425082955	N4404
0.2342201575	N14104	0.2735054679	N4400
0	N14108	0.160647864	N4403
0.0502224107	N14107	0.0388349009	N4402
0.0880853023	N14106	0.1037823489	N4401
0.2308090053	N14082	0.1874700057	N4392
0.2507669542	N14079	0.2586213961	N4390
0.2262219332	N14080	0.306647974	N4391
0.2973561338	N14075	0.2121403726	N4389
0.3143956608	N13972	0.1697747831	N4352
0.1820566431	N13958	0.109691856	N4344
0.163608503	N13970	0.1085927698	N4351
0.1570935679	N13961	0.1960874914	N4345
0.0614884932	N13969	0.0349647219	N4350
0.0658517186	N13968	0.0365216855	N4349
0.1265260205	N13967	0.0781860218	N4348
0.4442913048	N13962	0.4111616605	N4346
0.4466911821	N13888	0.4925324374	N4315
0.1385980717	N14181	0.1125852154	N4282
0.151986963	N14155	0.2173741243	N4281
0.2477762075	N14151	0.0933111624	N4280
0.1633272494	N14145	0.2006438482	N4276
0.1208251579	N14150	0.1165544757	N4279
0.1132856385	N14149	0.085577825	N4278
0.2580218181	N14148	0.256375745	N4277
0.0766178851	N14180	0.0505525859	N4274
0.4575838955	N14156	0.4748031501	N4268
0.0938125299	N14179	0.0617887085	N4273
0.2544585775	N14177	0.228888047	N4272
0.4495893433	N14173	0.3559303786	N4271
0.3440531311	N14170	0.2448897613	N4270
0.4719502241	N14162	0.2246498667	N4269
0.0822975305	N15754	0.0393224172	N5860
0.0798717476	N14198	0.0662745581	N4684
0.0827424865	N14197	0.0600654253	N4683
0.3108727314	N14192	0.2305951507	N4682
0.1181721056	N15753	0.1599914348	N5859
0.1046219984	N14218	0.0627091354	N4698
0.1020009656	N14200	0.1175053838	N4685
0.0699999455	N14217	0.0428211275	N4697
0.0999068523	N14216	0.081329689	N4696
0.1781008798	N14215	0.1643093578	N4695
0.071048925	N14214	0.0476768118	N4694
0.0609641278	N14213	0.0324174668	N4693
0.0545464652	N14212	0.0239101305	N4692
0.0588527952	N14211	0.0414485874	N4691
0.1108172919	N14210	0.1047019199	N4690
0.2118751749	N14206	0.1414225434	N4689
0.0985380376	N14205	0.0983268256	N4688
0.1196392903	N14204	0.1497354424	N4687
0.0070691817	N14203	0.0070614022	N4686
0.0627347495	N14220	0.0610204564	N4700
0.1846946181	N14227	0.238557192	N4720
0.0653605647	N14252	0.0707084927	N4719
0.178038789	N14228	0.1755192718	N4702
0.0936927981	N14251	0.0894681324	N4718
0.05621858	N14250	0.0549653286	N4706
0.0868018755	N14249	0.0804939332	N4705
0.1137522079	N14246	0.0763096778	N4704
0.1452564037	N14245	0.1479210732	N4703
0.110421552	N14242	0.0704315793	N4717
0.0502426378	N14233	0.0384641322	N4710
0.0600919955	N14232	0.0321813086	N4709
0.0598888813	N14231	0.0518962121	N4708
0.2207328224	N14230	0.2520569523	N4707
0.0427096193	N14241	0.0363642397	N4716
0.051289414199999994	N14240	0.0361903541	N4715
0.088181145	N14238	0.0477637223	N4714
0.0496153952	N14237	0.039812135	N4713
0.2066591276	N14236	0.2197173644	N4712
1e-06	N14235	0.0029555557	N4711
0.0505551975	N14404	0.0368788041	N4849
0.0568304829	N14288	0.058014125	N4757
0.175702578	N14286	0.1352559161	N4756
0.1089409084	N14283	0.069719467	N4754
0.033244644	N14269	0.0277462753	N4739
0.0638021642	N14266	0.0938485039	N4736
0.0847236998	N14268	0.1085212011	N4738
1e-06	N14267	0.0004992461	N4737
0.0491159051	N14282	0.0632344182	N4753
0.0307176418	N14281	0.0349149215	N4752
0.0338128291	N14270	0.0372628301	N4740
0.0233989588	N14280	0.0169786017	N4751
0.0260293938	N14279	0.0216275764	N4750
0.0433856685	N14278	0.0571683554	N4749
0.005419183500000001	N14273	0.0025771904	N4748
0.0071842752	N14272	0.0068254052	N4747
0.003537287	N14271	0.0029885137	N4746
0.0057215725	N14277	0.0009967967	N4744
0.0049097259	N14274	0.0102429393	N4741
0.0045475457	N14276	0.002490294	N4743
0.0066060226	N14275	0.0089618618	N4742
0.2194019218	N14264	0.2145392423	N4735
0.0163193575	N14263	0.0152012126	N4734
0.0076974728	N14261	0.0075651812	N4733
0.0066448271	N14262	0.0058990391	N4732
0.1992181475	N14259	0.1556571208	N4731
0.0517580596	N14258	0.0435566818	N4730
0.0608252714	N14257	0.0710441266	N4729
0.0695581785	N14256	0.075539282	N4728
0.0171517331	N14255	0.0388958254	N4727
0.0024282521	N14254	0.0124791182	N4726
0.2586920088	N14400	0.1920338363	N4848
0.0409614011	N14318	0.0219331423	N4776
0.0612132532	N14316	0.0147527447	N4775
0.0729351353	N14314	0.0397170226	N4774
0.0333548384	N14313	0.027165315	N4766
0.1548308456	N14310	0.1212593308	N4764
0.0258022093	N14309	0.029169234	N4763
0.0191241856	N14308	0.026425193	N4762
0.0947997027	N14306	0.0554903515	N4761
0.18384409240000002	N14305	0.2399325627	N4760
0.0895268232	N14303	0.0596202709	N4773
0.0496469157	N14298	0.0646067047	N4767
0.0394239392	N14302	0.029956589	N4772
0.0384924025	N14301	0.0307900792	N4771
0.0650799275	N14299	0.0901321744	N4768
0.030879234800000002	N14300	0.0268842863	N4770
0.0727523639	N14295	0.0409588787	N4759
0.0925171802	N14294	0.097640825	N4758
0.0857840373	N14398	0.0446758204	N4847
0.0495682406	N14342	0.0445811254	N4793
0.1123472528	N14323	0.104416069	N4779
0.0473382844	N14322	0.0525676323	N4778
0.083976778	N14319	0.0470720053	N4777
0.0434267085	N14341	0.0412404427	N4792
0.0567688792	N14324	0.0549164247	N4780
0.0293405355	N14340	0.0201848539	N4791
0.0451661255	N14326	0.0715333969	N4781
0.0607365968	N14338	0.0186290298	N4790
0.0458773587	N14328	0.0552394198	N4783
0.0929021123	N14327	0.1147456991	N4782
0.0298157158	N14337	0.0187748545	N4789
0.0312583267	N14336	0.0228100978	N4788
0.0469931872	N14335	0.0468987065	N4787
0.0371331524	N14331	0.0300794959	N4786
0.0320949278	N14330	0.0315003979	N4785
0.0769838173	N14333	0.073378	N4784
0.0496170024	N14397	0.0445798874	N4846
0.0856631621	N14350	0.1161331816	N4800
0.0456721124	N14344	0.0531178697	N4794
0.0484374648	N14349	0.0483641717	N4799
0.0889510035	N14345	0.0986889821	N4795
0.0363423236	N14348	0.0329897491	N4798
0.0697137377	N14347	0.0918758231	N4797
0.0206993002	N14346	0.0290025019	N4796
0.0352949239	N14396	0.0255079229	N4845
0.0680494588	N14395	0.0632518665	N4844
0.0285059134	N14394	0.0236314053	N4843
0.0509405309	N14360	0.0611805902	N4808
0.1599266256	N14359	0.1727652125	N4807
0.0345654424	N14393	0.0202597071	N4842
0.0277012942	N14374	0.0191472291	N4822
0.0860670348	N14366	0.1093427512	N4814
0.0433110824	N14362	0.0449282426	N4810
0.0406641518	N14361	0.0516128691	N4809
0.0447568418	N14365	0.0575221327	N4813
0.034302222	N14364	0.0520570524	N4812
0.009529817	N14363	0.0087793111	N4811
0.0301958337	N14373	0.0250480971	N4821
0.0377654577	N14368	0.032280899	N4816
0.0475130003	N14367	0.0325192716	N4815
0.0646328986	N14372	0.0765119375	N4820
0.0436483316	N14371	0.0485820011	N4819
0.0285353215	N14370	0.0290277041	N4818
0.0301061899	N14369	0.0486866141	N4817
0.0338343818	N14392	0.0307231126	N4841
0.0361870522	N14380	0.0351889456	N4828
0.1179577266	N14375	0.1469470233	N4823
0.0859185532	N14379	0.1101289423	N4827
0.0184935811	N14378	0.0220505626	N4826
0.0186948499	N14377	0.0177040188	N4825
0.0101569922	N14376	0.0240347606	N4824
0.0491425546	N14391	0.060380205	N4840
0.1064481529	N14381	0.1333994589	N4829
0.0763180781	N14390	0.1020359636	N4839
0.0122016053	N14389	0.0117092632	N4838
0.0125494958	N14384	0.0109868785	N4832
0.0073261525000000004	N14383	0.0165197255	N4831
0.0055436404	N14382	0.0027261359	N4830
0.0092541538	N14388	0.0094125727	N4837
0.013091247299999999	N14385	0.0219485098	N4833
0.0089751106	N14387	0.0122331822	N4836
0.003337823	N14386	0.0029857024	N4835
0.0920500724	N14357	0.0792251863	N4806
0.0662430799	N14352	0.0849029741	N4801
0.0252955953	N14356	0.0282236807	N4805
0.0293672781	N14353	0.0343340108	N4802
0.0392522554	N14355	0.0442159587	N4804
0.028401574	N14354	0.0210428098	N4803
0.1233934325	N14405	0.1664609976	N4721
0.0870487072	N15746	0.0939348726	N5856
0.095076765	N14761	0.2101136784	N5000
0.0774722995	N14759	0.1147946035	N4999
0.0810474497	N14468	0.0995690474	N4912
0.1693498848	N14426	0.1549956943	N4873
0.1407127043	N14425	0.11211037	N4872
0.1044057113	N14424	0.0525961481	N4871
0.18724428529999998	N14423	0.2093811069	N4870
0.4286051745	N14420	0.3435228185	N4868
0.1279712675	N14466	0.0670236015	N4910
0.1459446532	N14465	0.1695274938	N4909
0.1140123131	N14464	0.0923955475	N4908
0.0863373364	N14444	0.0360600484	N4907
0.2046716303	N14432	0.1976770184	N4891
0.2128269655	N14442	0.1884221581	N4906
0.1595030687	N14436	0.1967647253	N4905
1e-06	N14435	0.002209691	N4904
1e-06	N14434	0.0060939161	N4903
1e-06	N14433	2.048e-06	N4902
0.1948686212	N14440	0.1856787519	N4895
1e-06	N14439	0.0123948258	N4894
2e-06	N14438	0.0034092895	N4893
2e-06	N14437	0.0103199057	N4892
0.0840541998	N14463	0.0823237729	N4890
0.1857895768	N14448	0.157779817	N4879
